copyid,bookid,status
2301,1522,out of stock
2302,1523,borrowed
2303,1524,available
2304,1525,out of stock
2305,1526,out of stock
2306,1527,available
2307,1528,borrowed
2308,1529,borrowed
2309,1530,out of stock
2310,1531,borrowed
2311,1532,available
2312,1533,available
2313,1534,out of stock
2314,1535,available
2315,1536,out of stock
2316,1537,available
2317,1538,borrowed
2318,1539,borrowed
2319,1540,available
2320,1541,available
2321,1542,out of stock
2322,1543,borrowed
2323,1544,borrowed
2324,1545,available
2325,1546,borrowed
2326,1547,available
2327,1548,borrowed
2328,1549,out of stock
2329,1550,available
2330,1551,out of stock
2331,1552,borrowed
2332,1553,out of stock
2333,1554,borrowed
2334,1555,available
2335,1556,out of stock
2336,1557,available
2337,1558,out of stock
2338,1559,borrowed
2339,1560,out of stock
2340,1561,available
2341,1562,available
2342,1563,borrowed
2343,1564,out of stock
2344,1565,available
2345,1566,borrowed
2346,1567,borrowed
2347,1568,available
2348,1569,available
2349,1570,available
2350,1571,available
2351,1572,borrowed
2352,1573,out of stock
2353,1574,borrowed
2354,1575,borrowed
2355,1576,out of stock
2356,1577,available
2357,1578,borrowed
2358,1579,borrowed
2359,1580,out of stock
2360,1581,available
2361,1582,out of stock
2362,1583,available
2363,1584,borrowed
2364,1585,available
2365,1586,borrowed
2366,1587,out of stock
2367,1588,available
2368,1589,borrowed
2369,1590,out of stock
2370,1591,out of stock
2371,1592,borrowed
2372,1593,available
2373,1594,available
2374,1595,borrowed
2375,1596,borrowed
2376,1597,available
2377,1598,out of stock
2378,1599,borrowed
2379,1600,out of stock
2380,1601,available
2381,1602,out of stock
2382,1603,out of stock
2383,1604,available
2384,1605,out of stock
2385,1606,borrowed
2386,1607,available
2387,1608,borrowed
2388,1609,available
2389,1610,available
2390,1611,borrowed
2391,1612,out of stock
2392,1613,available
2393,1614,out of stock
2394,1615,available
2395,1616,out of stock
2396,1617,available
2397,1618,borrowed
2398,1619,out of stock
2399,1620,available
2400,1621,borrowed
2401,1622,out of stock
2402,1623,out of stock
2403,1624,available
2404,1625,borrowed
2405,1626,borrowed
2406,1627,available
2407,1628,out of stock
2408,1629,out of stock
2409,1630,available
2410,1631,available
2411,1632,out of stock
2412,1633,available
2413,1634,borrowed
2414,1635,borrowed
2415,1636,out of stock
2416,1637,borrowed
2417,1638,out of stock
2418,1639,available
2419,1640,available
2420,1641,out of stock
2421,1642,borrowed
2422,1643,out of stock
2423,1644,available
2424,1645,available
2425,1646,available
2426,1647,out of stock
2427,1648,available
2428,1649,out of stock
2429,1650,borrowed
2430,1651,out of stock
2431,1652,available
2432,1653,borrowed
2433,1654,out of stock
2434,1655,borrowed
2435,1656,borrowed
2436,1657,available
2437,1658,available
2438,1659,borrowed
2439,1660,borrowed
2440,1661,out of stock
2441,1662,borrowed
2442,1663,borrowed
2443,1664,out of stock
2444,1665,out of stock
2445,1666,borrowed
2446,1667,out of stock
2447,1668,available
2448,1669,available
2449,1670,borrowed
2450,1671,out of stock
2451,1672,available
2452,1673,out of stock
2453,1674,out of stock
2454,1675,out of stock
2455,1676,borrowed
2456,1677,borrowed
2457,1678,borrowed
2458,1679,borrowed
2459,1680,available
2460,1681,out of stock
2461,1682,borrowed
2462,1683,borrowed
2463,1684,available
2464,1685,out of stock
2465,1686,borrowed
2466,1687,available
2467,1688,borrowed
2468,1689,available
2469,1690,available
2470,1691,borrowed
2471,1692,available
2472,1693,borrowed
2473,1694,borrowed
2474,1695,available
2475,1696,available
2476,1697,available
2477,1698,borrowed
2478,1699,out of stock
2479,1700,borrowed
2480,1701,borrowed
2481,1702,out of stock
2482,1703,borrowed
2483,1704,out of stock
2484,1705,available
2485,1706,out of stock
2486,1707,borrowed
2487,1708,out of stock
2488,1709,out of stock
2489,1710,out of stock
2490,1711,out of stock
2491,1712,available
2492,1713,out of stock
2493,1714,borrowed
2494,1715,borrowed
2495,1716,out of stock
2496,1717,out of stock
2497,1718,borrowed
2498,1719,borrowed
2499,1720,borrowed
2500,1721,available
2501,1722,out of stock
2502,1723,available
2503,1724,available
2504,1725,available
2505,1726,available
2506,1727,available
2507,1728,out of stock
2508,1729,available
2509,1730,borrowed
2510,1731,available
2511,1732,borrowed
2512,1733,borrowed
2513,1734,available
2514,1735,borrowed
2515,1736,available
2516,1737,borrowed
2517,1738,borrowed
2518,1739,borrowed
2519,1740,available
2520,1741,out of stock
2521,1742,out of stock
2522,1743,available
2523,1744,out of stock
2524,1745,available
2525,1746,borrowed
2526,1747,available
2527,1748,borrowed
2528,1749,out of stock
2529,1750,borrowed
2530,1751,out of stock
2531,1752,available
2532,1753,borrowed
2533,1754,available
2534,1755,borrowed
2535,1756,available
2536,1757,borrowed
2537,1758,borrowed
2538,1759,out of stock
2539,1760,borrowed
2540,1761,available
2541,1762,borrowed
2542,1763,out of stock
2543,1764,borrowed
2544,1765,borrowed
2545,1766,available
2546,1767,borrowed
2547,1768,borrowed
2548,1769,out of stock
2549,1770,available
2550,1771,available
2551,1772,available
2552,1773,available
2553,1774,available
2554,1775,borrowed
2555,1776,borrowed
2556,1777,borrowed
2557,1778,borrowed
2558,1779,borrowed
2559,1780,borrowed
2560,1781,out of stock
2561,1782,available
2562,1783,available
2563,1784,out of stock
2564,1785,available
2565,1786,available
2566,1787,borrowed
2567,1788,borrowed
2568,1789,borrowed
2569,1790,borrowed
2570,1791,available
2571,1792,borrowed
2572,1793,available
2573,1794,out of stock
2574,1795,borrowed
2575,1796,borrowed
2576,1797,borrowed
2577,1798,borrowed
2578,1799,out of stock
2579,1800,available
2580,1801,out of stock
2581,1802,out of stock
2582,1803,available
2583,1804,borrowed
2584,1805,available
2585,1806,available
2586,1807,out of stock
2587,1808,out of stock
2588,1809,borrowed
2589,1810,out of stock
2590,1811,borrowed
2591,1812,out of stock
2592,1813,available
2593,1814,borrowed
2594,1815,available
2595,1816,borrowed
2596,1817,borrowed
2597,1818,out of stock
2598,1819,borrowed
2599,1820,out of stock
2600,1821,out of stock
2601,1822,borrowed
2602,1823,borrowed
2603,1824,out of stock
2604,1825,borrowed
2605,1826,out of stock
2606,1827,available
2607,1828,available
2608,1829,out of stock
2609,1830,borrowed
2610,1831,out of stock
2611,1832,out of stock
2612,1833,borrowed
2613,1834,out of stock
2614,1835,out of stock
2615,1836,borrowed
2616,1837,out of stock
2617,1838,out of stock
2618,1839,out of stock
2619,1840,out of stock
2620,1841,out of stock
2621,1842,borrowed
2622,1843,available
2623,1844,out of stock
2624,1845,available
2625,1846,borrowed
2626,1847,available
2627,1848,available
2628,1849,out of stock
2629,1850,borrowed
2630,1851,out of stock
2631,1852,available
2632,1853,borrowed
2633,1854,available
2634,1855,available
2635,1856,borrowed
2636,1857,out of stock
2637,1858,available
2638,1859,available
2639,1860,borrowed
2640,1861,out of stock
2641,1862,available
2642,1863,available
2643,1864,available
2644,1865,out of stock
2645,1866,out of stock
2646,1867,borrowed
2647,1868,borrowed
2648,1869,out of stock
2649,1870,borrowed
2650,1871,out of stock
2651,1872,out of stock
2652,1873,out of stock
2653,1874,borrowed
2654,1875,borrowed
2655,1876,available
2656,1877,available
2657,1878,borrowed
2658,1879,available
2659,1880,available
2660,1881,borrowed
2661,1882,available
2662,1883,available
2663,1884,available
2664,1885,available
2665,1886,out of stock
2666,1887,borrowed
2667,1888,out of stock
2668,1889,borrowed
2669,1890,borrowed
2670,1891,borrowed
2671,1892,available
2672,1893,out of stock
2673,1894,borrowed
2674,1895,borrowed
2675,1896,available
2676,1897,borrowed
2677,1898,out of stock
2678,1899,out of stock
2679,1900,borrowed
2680,1901,borrowed
2681,1902,available
2682,1903,out of stock
2683,1904,available
2684,1905,borrowed
2685,1906,out of stock
2686,1907,available
2687,1908,out of stock
2688,1909,out of stock
2689,1910,out of stock
2690,1911,borrowed
2691,1912,available
2692,1913,available
2693,1914,available
2694,1915,out of stock
2695,1916,out of stock
2696,1917,borrowed
2697,1918,borrowed
2698,1919,available
2699,1920,borrowed
2700,1921,out of stock
2701,1922,available
2702,1923,available
2703,1924,borrowed
2704,1925,out of stock
2705,1926,borrowed
2706,1927,available
2707,1928,borrowed
2708,1929,borrowed
2709,1930,borrowed
2710,1931,out of stock
2711,1932,available
2712,1933,out of stock
2713,1934,available
2714,1935,available
2715,1936,out of stock
2716,1937,available
2717,1938,out of stock
2718,1939,out of stock
2719,1940,out of stock
2720,1941,borrowed
2721,1942,available
2722,1943,borrowed
2723,1944,borrowed
2724,1945,borrowed
2725,1946,borrowed
2726,1947,available
2727,1948,borrowed
2728,1949,out of stock
2729,1950,out of stock
2730,1951,out of stock
2731,1952,borrowed
2732,1953,borrowed
2733,1954,available
2734,1955,available
2735,1956,out of stock
2736,1957,borrowed
2737,1958,borrowed
2738,1959,available
2739,1960,out of stock
2740,1961,borrowed
2741,1962,available
2742,1963,available
2743,1964,out of stock
2744,1965,available
2745,1966,available
2746,1967,out of stock
2747,1968,out of stock
2748,1969,borrowed
2749,1970,borrowed
2750,1971,borrowed
2751,1972,borrowed
2752,1973,available
2753,1974,borrowed
2754,1975,available
2755,1976,out of stock
2756,1977,out of stock
2757,1978,available
2758,1979,borrowed
2759,1980,borrowed
2760,1981,available
2761,1982,borrowed
2762,1983,out of stock
2763,1984,borrowed
2764,1985,borrowed
2765,1986,available
2766,1987,out of stock
2767,1988,borrowed
2768,1989,borrowed
2769,1990,borrowed
2770,1991,out of stock
2771,1992,available
2772,1993,borrowed
2773,1994,out of stock
2774,1995,available
2775,1996,borrowed
2776,1997,out of stock
2777,1998,available
2778,1999,out of stock
2779,2000,borrowed
2780,2001,available
2781,2002,available
2782,2003,available
2783,2004,available
2784,2005,out of stock
2785,2006,available
2786,2007,out of stock
2787,2008,out of stock
2788,2009,out of stock
2789,2010,available
2790,2011,available
2791,2012,out of stock
2792,2013,available
2793,2014,available
2794,2015,out of stock
2795,2016,available
2796,2017,out of stock
2797,2018,borrowed
2798,2019,available
2799,2020,available
2800,2021,out of stock
2801,2022,borrowed
2802,2023,borrowed
2803,2024,borrowed
2804,2025,borrowed
2805,2026,available
2806,2027,available
2807,2028,available
2808,2029,borrowed
2809,2030,out of stock
2810,2031,out of stock
2811,2032,out of stock
2812,2033,out of stock
2813,2034,out of stock
2814,2035,borrowed
2815,2036,borrowed
2816,2037,out of stock
2817,2038,out of stock
2818,2039,available
2819,2040,available
2820,2041,borrowed
2821,2042,borrowed
2822,2043,out of stock
2823,2044,available
2824,2045,out of stock
2825,2046,out of stock
2826,2047,borrowed
2827,2048,out of stock
2828,2049,out of stock
2829,2050,out of stock
2830,2051,out of stock
2831,2052,available
2832,2053,available
2833,2054,available
2834,2055,out of stock
2835,2056,available
2836,2057,out of stock
2837,2058,out of stock
2838,2059,out of stock
2839,2060,available
2840,2061,available
2841,2062,borrowed
2842,2063,available
2843,2064,out of stock
2844,2065,out of stock
2845,2066,available
2846,2067,out of stock
2847,2068,available
2848,2069,borrowed
2849,2070,available
2850,2071,out of stock
2851,2072,out of stock
2852,2073,borrowed
2853,2074,available
2854,2075,out of stock
2855,2076,out of stock
2856,2077,out of stock
2857,2078,out of stock
2858,2079,available
2859,2080,borrowed
2860,2081,out of stock
2861,2082,available
2862,2083,out of stock
2863,2084,out of stock
2864,2085,out of stock
2865,2086,out of stock
2866,2087,out of stock
2867,2088,out of stock
2868,2089,available
2869,2090,borrowed
2870,2091,available
2871,2092,out of stock
2872,2093,borrowed
2873,2094,available
2874,2095,borrowed
2875,2096,borrowed
2876,2097,borrowed
2877,2098,available
2878,2099,borrowed
2879,2100,borrowed
2880,2101,out of stock
2881,2102,borrowed
2882,2103,available
2883,2104,out of stock
2884,2105,out of stock
2885,2106,borrowed
2886,2107,borrowed
2887,2108,borrowed
2888,2109,out of stock
2889,2110,borrowed
2890,2111,borrowed
2891,2112,out of stock
2892,2113,borrowed
2893,2114,borrowed
2894,2115,out of stock
2895,2116,available
2896,2117,out of stock
2897,2118,borrowed
2898,2119,out of stock
2899,2120,available
2900,2121,available
2901,2122,out of stock
2902,2123,out of stock
2903,2124,out of stock
2904,2125,borrowed
2905,2126,available
2906,2127,borrowed
2907,2128,available
2908,2129,available
2909,2130,borrowed
2910,2131,out of stock
2911,2132,borrowed
2912,2133,out of stock
2913,2134,available
2914,2135,borrowed
2915,2136,out of stock
2916,2137,out of stock
2917,2138,out of stock
2918,2139,borrowed
2919,2140,borrowed
2920,2141,out of stock
2921,2142,available
2922,2143,available
2923,2144,borrowed
2924,2145,borrowed
2925,2146,borrowed
2926,2147,available
2927,2148,available
2928,2149,borrowed
2929,2150,borrowed
2930,2151,out of stock
2931,2152,out of stock
2932,2153,borrowed
2933,2154,out of stock
2934,2155,out of stock
2935,2156,available
2936,2157,borrowed
2937,2158,out of stock
2938,2159,available
2939,2160,out of stock
2940,2161,out of stock
2941,2162,out of stock
2942,2163,borrowed
2943,2164,available
2944,2165,available
2945,2166,out of stock
2946,2167,borrowed
2947,2168,available
2948,2169,out of stock
2949,2170,out of stock
2950,2171,available
2951,2172,available
2952,2173,borrowed
2953,2174,out of stock
2954,2175,available
2955,2176,out of stock
2956,2177,out of stock
2957,2178,borrowed
2958,2179,available
2959,2180,available
2960,2181,out of stock
2961,2182,out of stock
2962,2183,borrowed
2963,2184,out of stock
2964,2185,available
2965,2186,borrowed
2966,2187,borrowed
2967,2188,out of stock
2968,2189,borrowed
2969,2190,out of stock
2970,2191,out of stock
2971,2192,borrowed
2972,2193,borrowed
2973,2194,available
2974,2195,available
2975,2196,out of stock
2976,2197,available
2977,2198,out of stock
2978,2199,available
2979,2200,out of stock
2980,2201,borrowed
2981,2202,out of stock
2982,2203,out of stock
2983,2204,available
2984,2205,out of stock
2985,2206,borrowed
2986,2207,available
2987,2208,borrowed
2988,2209,out of stock
2989,2210,available
2990,2211,out of stock
2991,2212,out of stock
2992,2213,out of stock
2993,2214,available
2994,2215,available
2995,2216,available
2996,2217,borrowed
2997,2218,out of stock
2998,2219,borrowed
2999,2220,borrowed
3000,2221,available
3001,2222,out of stock
3002,2223,available
3003,2224,borrowed
3004,2225,available
3005,2226,borrowed
3006,2227,borrowed
3007,2228,borrowed
3008,2229,borrowed
3009,2230,borrowed
3010,2231,borrowed
3011,2232,out of stock
3012,2233,borrowed
3013,2234,available
3014,2235,out of stock
3015,2236,available
3016,2237,available
3017,2238,available
3018,2239,available
3019,2240,borrowed
3020,2241,available
3021,2242,borrowed
3022,2243,available
3023,2244,available
3024,2245,out of stock
3025,2246,borrowed
3026,2247,borrowed
3027,2248,out of stock
3028,2249,borrowed
