bookid,authorid,publisherid,Book,Genureid,Avg_Rating
491,1490,10490,The Left Hand of Darkness,90490,4.09
492,1491,10491,The Cheat Code (Wisdom Revolution #3),90491,4.64
493,1492,10492,The Archon of Peace (Sovereign #1),90492,4.53
494,1493,10493,The High Auction (Wisdom Revolution #1),90493,4.48
495,1494,10494,We Need to Talk About Kevin,90494,4.08
496,1495,10495,The Killer Angels (The Civil War Trilogy #2),90495,4.32
497,1496,10496,My Side of the Mountain (Mountain #1),90496,4.08
498,1497,10497,The Oldest Dance (Wisdom Revolution #2),90497,4.48
499,1498,10498,Franny and Zooey,90498,3.97
500,1499,10499,Wild Swans: Three Daughters of China,90499,4.27
501,1500,10500,Alexander and the Terrible Horrible No Good Very Bad Day,90500,4.24
502,1501,10501,Sapiens: A Brief History of Humankind,90501,4.38
503,1502,10502,The Monarch's Ring (The Lost Artefacts #2),90502,4.49
504,1503,10503,The Wasp Factory,90503,3.79
505,1504,10504,Guess How Much I Love You,90504,4.38
506,1505,10505,The Aeneid,90505,3.86
507,1506,10506,Illusions: The Adventures of a Reluctant Messiah,90506,4.15
508,1507,10507,Zodiac Explained: Understanding the Innate Motives Behind Our Actions,90507,4.6
509,1508,10508,Midnight in the Garden of Good and Evil,90508,3.92
510,1509,10509,World Without End (Kingsbridge #2),90509,4.3
511,1510,10510,The Silmarillion,90510,3.99
512,1511,10511,The Graveyard Book,90511,4.15
513,1512,10512,2001: A Space Odyssey,90512,4.16
514,1513,10513,Desert Outcast (Sovereign #0.5),90513,4.56
515,1514,10514,On Writing: A Memoir of the Craft,90514,4.33
516,1515,10515,The Other Boleyn Girl (The Plantagenet and Tudor Novels #9),90515,4.08
517,1516,10516,The Satanic Verses,90516,3.71
518,1517,10517,Cyrano de Bergerac,90517,4.06
519,1518,10518,The Adventures of Sherlock Holmes (Sherlock Holmes #3),90518,4.3
520,1519,10519,Everything is Illuminated,90519,3.89
521,1520,10520,Quiet: The Power of Introverts in a World That Can't Stop Talking,90520,4.07
522,1521,10521,Midnight's Children,90521,3.98
523,1522,10522,A Storm of Swords (A Song of Ice and Fire #3),90522,4.54
524,1523,10523,The Federalist Papers,90523,4.1
525,1524,10524,Thus Spoke Zarathustra,90524,4.07
526,1525,10525,Doctor Zhivago,90525,4.01
527,1526,10526,Don't Sweat the Small Stuff ... and It's All Small Stuff: Simple Ways to Keep the Little Things From Taking Over Your Life,90526,3.99
528,1527,10527,Survival in Auschwitz,90527,4.32
529,1528,10528,Silas Marner,90528,3.67
530,1529,10529,Snow Falling on Cedars,90529,3.86
531,1530,10530,The Lottery and Other Stories,90530,4.04
532,1531,10531,Four Great Tragedies: Hamlet / Othello / King Lear / Macbeth,90531,4.42
533,1532,10532,Helter Skelter: The True Story of the Manson Murders,90532,4.06
534,1533,10533,The English Patient,90533,3.87
535,1534,10534,The Lost Hero (The Heroes of Olympus #1),90534,4.31
536,1535,10535,Worm Holes (Quantum Roots #2),90535,4.33
537,1536,10536,Requiem for a Dream,90536,4.1
538,1537,10537,Journey to the Center of the Earth,90537,3.86
539,1538,10538,Bel Canto,90538,3.93
540,1539,10539,Dandelion Wine (Green Town #1),90539,4.08
541,1540,10540,Into Thin Air: A Personal Account of the Mount Everest Disaster,90540,4.23
542,1541,10541,گم شده ای در مه,90541,3.78
543,1542,10542,Meditations,90542,4.26
544,1543,10543,The Tales of Beedle the Bard,90543,4.05
545,1544,10544,The Brief Wondrous Life of Oscar Wao,90544,3.89
546,1545,10545,The House on Mango Street,90545,3.69
547,1546,10546,Pet Sematary,90546,4.05
548,1547,10547,Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art Poetry and Prose,90547,4.29
549,1548,10548,The Girl on the Train,90548,3.95
550,1549,10549,The Road Less Traveled: A New Psychology of Love Traditional Values and Spiritual Growth,90549,4.07
551,1550,10550,The Maze Runner (The Maze Runner #1),90550,4.04
552,1551,10551,The Complete Stories and Poems,90551,4.38
553,1552,10552,The Scarlet Pimpernel,90552,4.07
554,1553,10553,Hiroshima,90553,4.01
555,1554,10554,The French Lieutenant's Woman,90554,3.88
556,1555,10555,Adoption Stories: Excerpts from Adoption Books for Adults,90555,4.3
557,1556,10556,House of Leaves,90556,4.09
558,1557,10557,Carrie,90557,3.98
559,1558,10558,Blink: The Power of Thinking Without Thinking,90558,3.96
560,1559,10559,Shakespeare's Sonnets,90559,4.25
561,1560,10560,A Streetcar Named Desire,90560,3.98
562,1561,10561,The Total Money Makeover: A Proven Plan for Financial Fitness,90561,4.23
563,1562,10562,Prince Caspian (Chronicles of Narnia #2),90562,3.98
564,1563,10563,The Historian,90563,3.79
565,1564,10564,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,90564,3.9
566,1565,10565,The Celestine Prophecy (Celestine Prophecy #1),90565,3.7
567,1566,10566,Shot Down: The True Story of Pilot Howard Snyder and the Crew of the B-17 Susan Ruth,90566,4.21
568,1567,10567,Me Before You (Me Before You #1),90567,4.26
569,1568,10568,Brainwalker,90568,4.33
570,1569,10569,Invisible Monsters,90569,4.0
571,1570,10570,Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,90570,3.97
572,1571,10571,Ready Player One (Ready Player One #1),90571,4.23
573,1572,10572,Foundation (Foundation #1),90572,4.17
574,1573,10573,A Room with a View,90573,3.9
575,1574,10574,Peace Like a River,90574,4.0
576,1575,10575,Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children #1),90575,3.92
577,1576,10576,Factotum,90576,3.93
578,1577,10577,Paper Towns,90577,3.73
579,1578,10578,The Second Sex,90578,4.16
580,1579,10579,I Have a Dream: Writings and Speeches That Changed the World,90579,4.49
581,1580,10580,Cannery Row (Cannery Row #1),90580,4.05
582,1581,10581,The Horse Whisperer,90581,3.84
583,1582,10582,The Horse and His Boy (Chronicles of Narnia #5),90582,3.91
584,1583,10583,Redeeming Love,90583,4.5
585,1584,10584,Exodus,90584,4.34
586,1585,10585,Death Be Not Proud,90585,3.85
587,1586,10586,The Goldfinch,90586,3.93
588,1587,10587,Eldest (The Inheritance Cycle #2),90587,4.02
589,1588,10588,Jitterbug Perfume,90588,4.23
590,1589,10589,I Capture the Castle,90589,4.0
591,1590,10590,The Subtle Knife (His Dark Materials #2),90590,4.14
592,1591,10591,Far From the Madding Crowd,90591,3.96
593,1592,10592,Neuromancer (Sprawl #1),90592,3.9
594,1593,10593,Starship Troopers,90593,4.01
595,1594,10594,Eats Shoots & Leaves: The Zero Tolerance Approach to Punctuation,90594,3.86
596,1595,10595,Flowers in the Attic (Dollanganger #1),90595,3.84
597,1596,10596,Infinite Jest,90596,4.26
598,1597,10597,The Age of Innocence,90597,3.96
599,1598,10598,Vanity Fair,90598,3.8
600,1599,10599,Song of Solomon,90599,4.12
601,1600,10600,Ethan Frome,90600,3.43
602,1601,10601,Skagboys (Mark Renton #1),90601,4.03
603,1602,10602,Maus I: A Survivor's Tale: My Father Bleeds History (Maus #1),90602,4.37
604,1603,10603,The Story of Ferdinand,90603,4.36
605,1604,10604,Lunar Park,90604,3.64
606,1605,10605,The Invention of Hugo Cabret,90605,4.22
607,1606,10606,All Creatures Great and Small (All Creatures Great and Small #1-2),90606,4.34
608,1607,10607,Utopia,90607,3.55
609,1608,10608,The Elegance of the Hedgehog,90608,3.79
610,1609,10609,Clockwork Angel (The Infernal Devices #1),90609,4.32
611,1610,10610,The Shipping News,90610,3.87
612,1611,10611,Walks Away Woman,90611,4.37
613,1612,10612,The Big Sleep (Philip Marlowe #1),90612,3.96
614,1613,10613,'Salem's Lot,90613,4.05
615,1614,10614,The Waste Land,90614,4.1
616,1615,10615,Vampire Academy (Vampire Academy #1),90615,4.11
617,1616,10616,Brisingr (The Inheritance Cycle #3),90616,4.08
618,1617,10617,P.S. I Love You (P.S. I Love You #1),90617,4.03
619,1618,10618,Of Human Bondage,90618,4.13
620,1619,10619,The Sorrows of Young Werther,90619,3.69
621,1620,10620,The Gunslinger (The Dark Tower #1),90620,3.93
622,1621,10621,Contact,90621,4.14
623,1622,10622,Medea,90622,3.92
624,1623,10623,City of Ashes (The Mortal Instruments #2),90623,4.12
625,1624,10624,Complete Works of Arthur Conan Doyle,90624,4.5
626,1625,10625,The Last Olympian (Percy Jackson and the Olympians #5),90625,4.54
627,1626,10626,Dubliners,90626,3.84
628,1627,10627,Insurgent (Divergent #2),90627,3.98
629,1628,10628,A Passage to India,90628,3.68
630,1629,10629,Let's Talk: ...about Making Your Life Exciting Easier and Exceptional,90629,4.29
631,1630,10630,Under the Banner of Heaven: A Story of Violent Faith,90630,4.0
632,1631,10631,Black Like Me,90631,4.1
633,1632,10632,Matching Configurations (Quantum Roots #3),90632,4.3
634,1633,10633,As I Lay Dying,90633,3.71
635,1634,10634,Uglies (Uglies #1),90634,3.85
636,1635,10635,If I Stay (If I Stay #1),90635,3.92
637,1636,10636,The Heart of Aleppo: A Story of the Syrian Civil War,90636,4.4
638,1637,10637,Misery,90637,4.21
639,1638,10638,Collapse: How Societies Choose to Fail or Succeed,90638,3.93
640,1639,10639,Pride and Prejudice Mansfield Park Persuasion,90639,4.51
641,1640,10640,A Heartbreaking Work of Staggering Genius,90640,3.69
642,1641,10641,Fifty Shades of Grey (Fifty Shades #1),90641,3.66
643,1642,10642,Ficciones,90642,4.42
644,1643,10643,Ella Enchanted (Ella Enchanted #1),90643,4.0
645,1644,10644,The Education of Little Tree,90644,4.13
646,1645,10645,Love is the Answer God is the Cure: A True Story of Abuse Betrayal and Unconditional Love,90645,4.29
647,1646,10646,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,90646,4.15
648,1647,10647,The Fall,90647,4.04
649,1648,10648,Oryx and Crake (MaddAddam #1),90648,4.01
650,1649,10649,The Color of Magic (Discworld #1; Rincewind #1),90649,4.0
651,1650,10650,If on a Winter's Night a Traveler,90650,4.04
652,1651,10651,Blood Meridian or the Evening Redness in the West,90651,4.16
653,1652,10652,The Selection (The Selection #1),90652,4.09
654,1653,10653,Small Gods (Discworld #13),90653,4.31
655,1654,10654,Seabiscuit: An American Legend,90654,4.22
656,1655,10655,Little Women / Little Men / Jo's Boys,90655,4.31
657,1656,10656,Girl Interrupted,90656,3.92
658,1657,10657,Le Morte d'Arthur: King Arthur and the Legends of the Round Table,90657,3.92
659,1658,10658,On Death and Dying,90658,4.16
660,1659,10659,The Hobbit,90659,4.51
661,1660,10660,All the President's Men,90660,4.17
662,1661,10661,Left Behind (Left Behind #1),90661,3.85
663,1662,10662,Travels with Charley: In Search of America,90662,4.07
664,1663,10663,Wayside School Is Falling Down (Wayside School #2),90663,4.16
665,1664,10664,A Town Like Alice,90664,4.15
666,1665,10665,The Hate U Give (The Hate U Give #1),90665,4.49
667,1666,10666,The Demon-Haunted World: Science as a Candle in the Dark,90666,4.28
668,1667,10667,The Bad Beginning (A Series of Unfortunate Events #1),90667,3.99
669,1668,10668,Paradox Effect: Time Travel and Purified DNA Merge to Halt the Collapse of Human Existence,90668,4.33
670,1669,10669,The Joy of Cooking,90669,4.12
671,1670,10670,The Nightingale,90670,4.6
672,1671,10671,A Million Little Pieces,90671,3.67
673,1672,10672,The Pearl,90672,3.52
674,1673,10673,The Shock Doctrine: The Rise of Disaster Capitalism,90673,4.26
675,1674,10674,Soul Cure: How to Heal Your Pain and Discover Your Purpose,90674,3.51
676,1675,10675,And the Mountains Echoed,90675,4.07
677,1676,10676,Down and Out in Paris and London,90676,4.09
678,1677,10677,Momo,90677,4.33
679,1678,10678,High Fidelity,90678,3.92
680,1679,10679,Quantum Roots (Quantum Roots #1),90679,4.28
681,1680,10680,The Bhagavad Gita,90680,4.16
682,1681,10681,The Tin Drum,90681,3.95
683,1682,10682,City of Glass (The Mortal Instruments #3),90682,4.29
684,1683,10683,The Last Unicorn (The Last Unicorn #1),90683,4.16
685,1684,10684,The Dispossessed: An Ambiguous Utopia,90684,4.24
686,1685,10685,Eleanor & Park,90685,3.96
687,1686,10686,The Man in the High Castle,90686,3.6
688,1687,10687,Animal Vegetable Miracle: A Year of Food Life,90687,4.04
689,1688,10688,We,90688,3.9
690,1689,10689,Secrets of the Realm,90689,3.91
691,1690,10690,Zorba the Greek,90690,4.05
692,1691,10691,Stardust,90691,4.1
693,1692,10692,Les Fleurs du Mal,90692,4.21
694,1693,10693,Papillon,90693,4.23
695,1694,10694,I Am the Messenger,90694,4.04
696,1695,10695,Brideshead Revisited,90695,4.01
697,1696,10696,Rich Dad Poor Dad,90696,4.12
698,1697,10697,A New Earth: Awakening to Your Life's Purpose,90697,4.14
699,1698,10698,The Virgin Suicides,90698,3.82
700,1699,10699,I Claudius (Claudius #1),90699,4.24
701,1700,10700,The Night Before Christmas,90700,4.38
702,1701,10701,Geek Love,90701,3.96
703,1702,10702,The Magus,90702,4.05
704,1703,10703,Nineteen Minutes,90703,4.15
705,1704,10704,A Man Called Ove,90704,4.38
706,1705,10705,The Hunt for Red October (Jack Ryan #3),90705,4.1
707,1706,10706,I Am Legend and Other Stories,90706,4.0
708,1707,10707,Cutting for Stone,90707,4.3
709,1708,10708,Steve Jobs,90708,4.16
710,1709,10709,Jonathan Strange & Mr Norrell,90709,3.85
711,1710,10710,Columbine,90710,4.28
712,1711,10711,Dreams from My Father: A Story of Race and Inheritance,90711,3.93
713,1712,10712,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,90712,4.06
714,1713,10713,For the Love of Armin,90713,4.29
715,1714,10714,The Lost Symbol (Robert Langdon #3),90714,3.74
716,1715,10715,Revolutionary Road,90715,3.92
717,1716,10716,Book of Mormon Doctrine and Covenants Pearl of Great Price,90716,4.35
718,1717,10717,Coraline,90717,4.1
719,1718,10718,The House of Mirth,90718,3.96
720,1719,10719,Black Hawk Down: A Story of Modern War,90719,4.29
721,1720,10720,The Way of Kings (The Stormlight Archive #1),90720,4.65
722,1721,10721,The World Without Us,90721,3.81
723,1722,10722,The Ocean at the End of the Lane,90722,4.01
724,1723,10723,The Hours,90723,3.95
725,1724,10724,The Vagina Monologues,90724,3.87
726,1725,10725,The Alienist (Dr. Laszlo Kreizler #1),90725,4.06
727,1726,10726,Eating Animals,90726,4.21
728,1727,10727,A Canticle for Leibowitz (St. Leibowitz #1),90727,3.98
729,1728,10728,Long Walk to Freedom,90728,4.34
730,1729,10729,Money Game: A Wealth Manifestation Guide. Level Up Your Mindset Step-By-Step & Create An Abundant Life,90729,4.33
731,1730,10730,My Name Is Asher Lev,90730,4.23
732,1731,10731,Love Story (Love Story #1),90731,3.64
733,1732,10732,Destiny of the Vampire,90732,3.99
734,1733,10733,Alas Babylon,90733,4.08
735,1734,10734,Exotic Neurotic,90734,3.68
736,1735,10735,The Time Trilogy (Time Quintet #1-3),90735,4.33
737,1736,10736,The Death of Ivan Ilych,90736,4.12
738,1737,10737,The Tale of Despereaux,90737,4.06
739,1738,10738,The Final Empire (Mistborn #1),90738,4.47
740,1739,10739,Hyperion (Hyperion Cantos #1),90739,4.25
741,1740,10740,Democracy in America,90740,4.04
742,1741,10741,The Sacred Well Murders,90741,4.3
743,1742,10742,Unwind (Unwind #1),90742,4.17
744,1743,10743,Slow Brewing Tea (Slow Brewing Tea Series),90743,4.33
745,1744,10744,Go Dog. Go!,90744,4.13
746,1745,10745,The Color of Water: A Black Man's Tribute to His White Mother,90745,4.11
747,1746,10746,Snow Crash,90746,4.02
748,1747,10747,1Q84 (1Q84 #1-3),90747,3.94
749,1748,10748,John Adams,90748,4.07
750,1749,10749,Angelica And Francesca,90749,4.55
751,1750,10750,Bleak House,90750,4.01
752,1751,10751,Sabriel (Abhorsen  #1),90751,4.16
753,1752,10752,Lost in Yaba: Down and Out in Laos,90752,3.78
754,1753,10753,Childhood's End,90753,4.12
755,1754,10754,Cold Sassy Tree,90754,4.02
756,1755,10755,The History of Love,90755,3.92
757,1756,10756,The Titan's Curse (Percy Jackson and the Olympians #3),90756,4.36
758,1757,10757,Moloka'i (Moloka'i #1),90757,4.18
759,1758,10758,A Feast for Crows (A Song of Ice and Fire #4),90758,4.15
760,1759,10759,The Red Badge of Courage,90759,3.28
761,1760,10760,The Sea of Monsters (Percy Jackson and the Olympians #2),90760,4.24
762,1761,10761,The Bourne Identity (Jason Bourne #1),90761,4.05
763,1762,10762,Crossroads and the Himalayan Crystals (Crossroads #1),90762,4.32
764,1763,10763,Light in August,90763,3.94
765,1764,10764,Graceling (Graceling Realm #1),90764,4.07
766,1765,10765,Battle Royale,90765,4.25
767,1766,10766,Prodigal Summer,90766,4.02
768,1767,10767,Start with Why: How Great Leaders Inspire Everyone to Take Action,90767,4.1
769,1768,10768,The Borrowers (The Borrowers #1),90768,4.03
770,1769,10769,Adhaata Asao's Liege,90769,4.56
771,1770,10770,Theory of People: Understanding Behaviors Business Economics Feelings and the Mind,90770,4.11
772,1771,10771,Crossing the Seas: A Diary of My Thoughts,90771,3.54
773,1772,10772,Chronicle of a Death Foretold,90772,3.97
774,1773,10773,Predator & Prey (The Devenshire Chronicles #2),90773,4.54
775,1774,10774,Divine Secrets of the Ya-Ya Sisterhood,90774,3.85
776,1775,10775,Swann’s Way,90775,4.14
777,1776,10776,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,90776,4.02
778,1777,10777,The Stones of Andarus (The Devenshire Chronicles #1),90777,4.4
779,1778,10778,Flatland: A Romance of Many Dimensions,90778,3.81
780,1779,10779,The Vampire Lestat (The Vampire Chronicles #2),90779,4.09
781,1780,10780,Living in Harmony with the Real World Vol 3: Coping with Loss and Grief,90780,4.31
782,1781,10781,The Tempest,90781,3.79
783,1782,10782,The Sparrow (The Sparrow #1),90782,4.13
784,1783,10783,What Is the What,90783,4.14
785,1784,10784,Ana Rocha: Shadows of Justice,90784,4.23
786,1785,10785,The Secret (The Secret #1),90785,3.72
787,1786,10786,North and South,90786,4.15
788,1787,10787,A Sand County Almanac and Sketches Here and There,90787,4.29
789,1788,10788,The Pandarus File,90788,4.31
790,1789,10789,Nine Stories,90789,4.18
791,1790,10790,The Glass Bead Game,90790,4.11
792,1791,10791,Honor and Polygamy,90791,4.24
793,1792,10792,The Blind Assassin,90792,3.96
794,1793,10793,Educated,90793,4.47
795,1794,10794,Down and Rising,90794,4.71
796,1795,10795,Thinking Fast and Slow,90795,4.18
797,1796,10796,Table 21,90796,3.66
798,1797,10797,The Bone Church,90797,3.77
799,1798,10798,Sometimes a Great Notion,90798,4.25
800,1799,10799,Where the Crawdads Sing,90799,4.41
801,1800,10800,More Than Love A Husband's Tale,90800,4.3
802,1801,10801,Toe to Toe,90801,4.22
803,1802,10802,Dodging Satan: My Irish/Italian Sometimes Awesome But Mostly Creepy Childhood,90802,4.29
804,1803,10803,The Battle of the Labyrinth (Percy Jackson and the Olympians #4),90803,4.41
805,1804,10804,Red Dragon (Hannibal Lecter #1),90804,4.05
806,1805,10805,Take Command: Find Your Inner Strength Build Enduring Relationships and Live the Life You Want (Dale Carnegie Books),90805,4.27
807,1806,10806,Henry V,90806,3.86
808,1807,10807,Corelli's Mandolin,90807,4.01
809,1808,10808,Death Leaves a Shadow (Marlowe Black Mystery #2),90808,4.32
810,1809,10809,The Story of Edgar Sawtelle,90809,3.63
811,1810,10810,Letters to a Young Poet,90810,4.3
