,authorid,Author
1003,2003,Jerome K. Jerome
1004,2004,Robin Waterfield
1005,2005,Mary  Stewart
1006,2006,Thomas L. Friedman
1007,2007,Alexander Drake
1008,2008,Kathleen Grissom
1009,2009,Bret Easton Ellis
1010,2010,Richard Bachman
1011,2011,Kenneth Jarrett Singleton
1012,2012,Judith Guest
1013,2013,Kirsten Fullmer
1014,2014,John  Gray
1015,2015,Gillian Flynn
1016,2016,Frank Miller
1017,2017,David Sedaris
1018,2018,Billie Letts
1019,2019,Ursula K. Le Guin
1020,2020,Bill Watterson
1021,2021,Curtis L. Jenkins
1022,2022,Graham Greene
1023,2023,Geraldine Brooks
1024,2024,Frederick Forsyth
1025,2025,Andrew Seaward
1026,2026,Heath Sommer
1027,2027,Richard P. Feynman
1028,2028,John Stuart Mill
1029,2029,Harriet Ann Jacobs
1030,2030,Friedrich Nietzsche
1031,2031,Richard   Preston
1032,2032,Fyodor Dostoevsky
1033,2033,Emem Uko
1034,2034,Hubert Selby Jr.
1035,2035,Stephen King
1036,2036,Anonymous
1037,2037,Robert Penn Warren
1038,2038,Chimamanda Ngozi Adichie
1039,2039,Chimamanda Ngozi Adichie
1040,2040,Ron Garan
1041,2041,Marcus Luttrell
1042,2042,Vikram Suryawanshi
1043,2043,Andrew  Wyatt
1044,2044,Stephen King
1045,2045,Stephen Douglass
1046,2046,Fred Misurella
1047,2047,Sam Harris
1048,2048,Pablo Neruda
1049,2049,Abraham Lincoln
1050,2050,Michael Crichton
1051,2051,Julio Cortázar
1052,2052,Samantha   Hart
1053,2053,Ovid
1054,2054,Thich Nhat Hanh
1055,2055,Ray Dalio
1056,2056,Thomas Pynchon
1057,2057,Carl Sagan
1058,2058,Nancy E. Turner
1059,2059,Stephen King
1060,2060,Albert Camus
1061,2061,Janine Vance
1062,2062,Paul Auster
1063,2063,Max Nowaz
1064,2064,Stephen E. Ambrose
1065,2065,Leigh Bardugo
1066,2066,Charles Dyson
1067,2067,Joanne Harris
1068,2068,Jennifer Niven
1069,2069,Lucian Bane
1070,2070,Anne Lamott
1071,2071,Charles Dickens
1072,2072,Jen Sincero
1073,2073,John Patrick Kennedy
1074,2074,Robert Bolt
1075,2075,Piers Paul Read
1076,2076,Brian Greene
1077,2077,Robert C. O'Brien
1078,2078,J.R. Ward
1079,2079,Hubert Selby Jr.
1080,2080,John  Williams
1081,2081,Jim Fergus
1082,2082,Max Lucado
1083,2083,Alfred Lansing
1084,2084,Fred Misurella
1085,2085,Lauren Kate
1086,2086,Marquis de Sade
1087,2087,Dan Brown
1088,2088,Bret Easton Ellis
1089,2089,Matthew Walker
1090,2090,Madeline Miller
1091,2091,Julia Cameron
1092,2092,Chimamanda Ngozi Adichie
1093,2093,Nelou Keramati
1094,2094,Terry Goodkind
1095,2095,Barbara Kingsolver
1096,2096,Malorie Blackman
1097,2097,Behcet Kaya
1098,2098,Christine M. Knight
1099,2099,Paulo Coelho
1100,2100,John Ajvide Lindqvist
1101,2101,Robin S. Sharma
1102,2102,Gail Honeyman
1103,2103,Al Gore
1104,2104,Irvine Welsh
1105,2105,Mark M. Bello
1106,2106,Bill Mesce Jr.
1107,2107,John Green
1108,2108,John Wyndham
1109,2109,Dean Koontz
1110,2110,Victoria Aveyard
1111,2111,J.G. Ballard
1112,2112,Henrik Ibsen
1113,2113,Marie Lu
1114,2114,Paul Cude
1115,2115,Michael G. Kramer
1116,2116,J.K. Franko
1117,2117,Charlotte Perkins Gilman
1118,2118,J.G. Ballard
1119,2119,Kirsten Fullmer
1120,2120,Tom Robbins
1121,2121,Rick Riordan
1122,2122,Cassandra Clare
1123,2123,Hanya Yanagihara
1124,2124,Timothy Ferriss
1125,2125,Kurt Vonnegut Jr.
1126,2126,Robert Greene
1127,2127,Sharon Carter
1128,2128,Edward Rutherfurd
1129,2129,Zoltan Andrejkovics
1130,2130,Dan Millman
1131,2131,Hunter S. Thompson
1132,2132,Ernest Hemingway
1133,2133,Cassandra Clare
1134,2134,S.J. Watson
1135,2135,Kenneth   Thomas
1136,2136,Ann Rule
1137,2137,Louise L. Hay
1138,2138,Stephen E. Ambrose
1139,2139,H.G. Wells
1140,2140,Don DeLillo
1141,2141,Becca Fitzpatrick
1142,2142,Kirsten Fullmer
1143,2143,Shirley Jackson
1144,2144,David McCullough
1145,2145,Jim Kwik
1146,2146,C.S. Lewis
1147,2147,Alissa Nutting
1148,2148,Edward S. Herman
1149,2149,Giovanni Boccaccio
1150,2150,Aldous Huxley
1151,2151,Linda Masemore Pirrung
1152,2152,Mark Manson
1153,2153,Iris Chang
1154,2154,Robert Iger
1155,2155,Chuck Palahniuk
1156,2156,Jean Rhys
1157,2157,Charles Bukowski
1158,2158,Walter Isaacson
1159,2159,Harvey Havel
1160,2160,Thomas J. Stanley
1161,2161,James Baldwin
1162,2162,Michael Crichton
1163,2163,Scott Lynch
1164,2164,Richard Matheson
1165,2165,Lynessa James
1166,2166,Joe Haldeman
1167,2167,Rick Riordan
1168,2168,Jean M. Auel
1169,2169,Aldous Huxley
1170,2170,Peter Singer
1171,2171,Bryan Stevenson
1172,2172,Jenna Blum
1173,2173,Thomas Hardy
1174,2174,Simon Winchester
1175,2175,Thomas Paine
1176,2176,James C. Collins
1177,2177,Jhumpa Lahiri
1178,2178,Mikhail Bulgakov
1179,2179,Neal Stephenson
1180,2180,Ellen Hopkins
1181,2181,Steve  Bates
1182,2182,Gina Buonaguro
1183,2183,Molière
1184,2184,Daniel H. Pink
1185,2185,Joseph Campbell
1186,2186,Patrick Ness
1187,2187,Adam Hochschild
1188,2188,Nick Cave
1189,2189,Chuck Klosterman
1190,2190,John Richard Spencer
1191,2191,Frantz Fanon
1192,2192,Dan Brown
1193,2193,L.C. Conn
1194,2194,John Jakes
1195,2195,Carlo Collodi
1196,2196,Michael Bungay Stanier
1197,2197,Ivan Turgenev
1198,2198,Kami Garcia
1199,2199,John Grisham
1200,2200,Nicholas Sparks
1201,2201,Sophocles
1202,2202,Robert Louis Stevenson
1203,2203,George Orwell
1204,2204,Martin Amis
1205,2205,Malcolm McCoard
1206,2206,Kenneth Jarrett Singleton
1207,2207,Ian McEwan
1208,2208,John Berger
1209,2209,Will Holcomb
1210,2210,Behcet Kaya
1211,2211,Rudyard Kipling
1212,2212,Irvine Welsh
1213,2213,Hermann Hesse
1214,2214,Edith Hamilton
1215,2215,Ed Catmull
1216,2216,S.G. Blaise
1217,2217,Haruki Murakami
1218,2218,Malcolm McCoard
1219,2219,Ammar Habib
1220,2220,James Patterson
1221,2221,David Nicholls
1222,2222,John le Carré
1223,2223,Yuval Noah Harari
1224,2224,Lynessa Layne
1225,2225,Arthur Koestler
1226,2226,Lucy Pireel
1227,2227,Malcolm McCoard
1228,2228,Mya Robarts
1229,2229,Lauren Oliver
1230,2230,Tom Rob Smith
1231,2231,Stephen Hawking
1232,2232,Cormac McCarthy
1233,2233,Denis Johnson
1234,2234,Chris A. Jones
1235,2235,Anonymous
1236,2236,Lucy Pireel
1237,2237,Philip Roth
1238,2238,Brené Brown
1239,2239,Robert Dugoni
1240,2240,Ned Vizzini
1241,2241,William Shakespeare
1242,2242,Edward Gibbon
1243,2243,Patti Smith
1244,2244,Malcolm McCoard
1245,2245,David Sedaris
1246,2246,James A. Michener
1247,2247,David J Morden
1248,2248,Jonathan Franzen
1249,2249,Dennis Cooper
1250,2250,Terry Pratchett
1251,2251,Irvine Welsh
1252,2252,Peter Mayle
1253,2253,Malcolm McCoard
1254,2254,Jeff Kinney
1255,2255,Franz Kafka
1256,2256,Claudia   Clark
1257,2257,Trevor Noah
1258,2258,Tamora Pierce
1259,2259,Heath Sommer
1260,2260,F. Scott Fitzgerald
1261,2261,Nicholas D. Kristof
1262,2262,Kirsten Fullmer
1263,2263,Hilary Mantel
1264,2264,Tom Stoppard
1265,2265,Larry Godwin
1266,2266,Malcolm McCoard
1267,2267,Brandon Mull
1268,2268,Ryū Murakami
1269,2269,Lauren  Hough
1270,2270,Jamie McGuire
1271,2271,Philip Roth
1272,2272,Kirsten Fullmer
1273,2273,Stephen King
1274,2274,Samuel R. George
1275,2275,Richelle Mead
1276,2276,Lauren Oliver
1277,2277,Malcolm McCoard
1278,2278,Malcolm McCoard
1279,2279,S.G. Blaise
1280,2280,Virginia Woolf
1281,2281,Richelle Mead
1282,2282,Chuck Palahniuk
1283,2283,Mohsin Hamid
1284,2284,Beverly Lowry
1285,2285,Lauren Weisberger
1286,2286,Aporva Kala
1287,2287,Gavin de Becker
1288,2288,Dennis Cooper
1289,2289,Ian McEwan
1290,2290,Knut Hamsun
1291,2291,Douglas Adams
1292,2292,Chelsea Handler
1293,2293,Elizabeth Wein
1294,2294,Agatha Christie
1295,2295,Charles Bukowski
1296,2296,J.B. Lion
1297,2297,Neil Postman
1298,2298,Michelle Obama
1299,2299,William S. Burroughs
1300,2300,Ta-Nehisi Coates
1301,2301,Henry Miller
1302,2302,Graeme Simsion
1303,2303,J.G. Ballard
1304,2304,Stephen King
1305,2305,Alice Sebold
1306,2306,John Wyndham
1307,2307,Thomas à Kempis
1308,2308,Mindy Kaling
1309,2309,Paul Auster
1310,2310,Rudyard Kipling
1311,2311,Gaylan D. Wright
1312,2312,Jon Scieszka
1313,2313,James Hilton
1314,2314,Randy Loubier
1315,2315,Rachel Caine
1316,2316,George R.R. Martin
1317,2317,Jeff Lindsay
1318,2318,M.G. Wells
1319,2319,Duncan Whitehead
1320,2320,Agatha Christie
1321,2321,David Grann
1322,2322,Agatha Christie
1323,2323,Michael   Lewis
1324,2324,Bret Easton Ellis
1325,2325,Ben Goldacre
1326,2326,Wally Lamb
1327,2327,Jeff W. Horton
1328,2328,Amanda Palmer
1329,2329,Richelle Mead
1330,2330,Chuck Palahniuk
1331,2331,Plato
1332,2332,Charles Bukowski
1333,2333,Barack Obama
1334,2334,Jodi Picoult
1335,2335,Lee Strobel
1336,2336,Rainbow Rowell
1337,2337,Josephine Tey
1338,2338,Denis Johnson
1339,2339,Meg Cabot
1340,2340,Michelle Magorian
1341,2341,Laurence Sterne
1342,2342,Elizabeth Strout
1343,2343,John Grisham
1344,2344,Aristotle
1345,2345,Michael G. Kramer
1346,2346,Rick Riordan
1347,2347,Stephanie M. Allen
1348,2348,Andre Dubus III
1349,2349,Hannah  Green
1350,2350,Shirley Jackson
1351,2351,Thomas Mann
1352,2352,Stephen King
1353,2353,William Peter Blatty
1354,2354,Téa Obreht
1355,2355,Haruki Murakami
1356,2356,M. Ageyev
1357,2357,Jean-Jacques Rousseau
1358,2358,Heather   Morris
1359,2359,Christopher  Shields
1360,2360,John Fowles
1361,2361,Malcolm Gladwell
1362,2362,Patrick Radden Keefe
1363,2363,Alyson Noel
1364,2364,J.G. Ballard
1365,2365,Michael G. Kramer
1366,2366,Terry Pratchett
1367,2367,Lundy Bancroft
1368,2368,Zadie Smith
1369,2369,Brené Brown
1370,2370,Robert A. Heinlein
1371,2371,José Saramago
1372,2372,Gerald Durrell
1373,2373,Deborah Harkness
1374,2374,Ann Brashares
1375,2375,Lee Matthew Goldberg
1376,2376,Stephen Douglass
1377,2377,Anne Rice
1378,2378,Karl Wiggins
1379,2379,Robert K. Massie
1380,2380,Laini Taylor
1381,2381,Bret Easton Ellis
1382,2382,Amy Poehler
1383,2383,Heath Sommer
1384,2384,Plato
1385,2385,Martin Amis
1386,2386,Philip Roth
1387,2387,Joydeep Roy-Bhattacharya
1388,2388,Melinda Leigh
1389,2389,Douglas R. Hofstadter
1390,2390,Megan Abbott
1391,2391,Willa Cather
1392,2392,Sophia R. Tyler
1393,2393,Rick Riordan
1394,2394,Shelli Johnson
1395,2395,Aleksandr Solzhenitsyn
1396,2396,Jane Goodall
1397,2397,Sophie Kinsella
1398,2398,Michael Chabon
1399,2399,Dan Ariely
1400,2400,Atul Gawande
1401,2401,Graham Greene
1402,2402,Dave Eggers
1403,2403,Paige Dearth
1404,2404,Orson Scott Card
1405,2405,Tom Standage
1406,2406,Beryl Markham
1407,2407,Maria Nhambu
1408,2408,Daniel Silva
1409,2409,David Levithan
1410,2410,Thomas Pynchon
1411,2411,Chelsea Handler
1412,2412,Chris Van Allsburg
1413,2413,Sophie Kinsella
1414,2414,Connie Willis
1415,2415,John Gardner
1416,2416,Monica Drake
1417,2417,Alison Bechdel
1418,2418,Margaret Atwood
1419,2419,James A. Michener
1420,2420,J.D. Robb
1421,2421,Chuck Klosterman
1422,2422,Steven Decker
1423,2423,Sheryl Sandberg
1424,2424,P.G. Wodehouse
1425,2425,Astrid Lindgren
1426,2426,Ashlee Vance
1427,2427,C.S. Lewis
1428,2428,E. Nesbit
1429,2429,Michelle Alexander
1430,2430,Don Barr
1431,2431,Astrid Lindgren
1432,2432,Harper Lee
1433,2433,Austin Kleon
1434,2434,Wallace Stegner
1435,2435,Eleanor H. Porter
1436,2436,Doris Kearns Goodwin
1437,2437,B.A. Paris
1438,2438,Robert B. Cialdini
1439,2439,Kay Redfield Jamison
1440,2440,Michael Taylor
1441,2441,Kristen Hope Mazzola
1442,2442,Jean M. Auel
1443,2443,Charles Portis
1444,2444,Flannery O'Connor
1445,2445,Rhys Bowen
1446,2446,Lili Anolik
1447,2447,Liane Moriarty
1448,2448,Christine M. Knight
1449,2449,David    Allen
1450,2450,Oscar Wilde
1451,2451,Naomi Wolf
1452,2452,Matthew Quick
1453,2453,Yuval Noah Harari
1454,2454,Dava Sobel
1455,2455,Sue Klebold
1456,2456,Marcel Proust
1457,2457,Barbara Kingsolver
1458,2458,Chuck Palahniuk
1459,2459,Honoré de Balzac
1460,2460,Susan Beth Pfeffer
1461,2461,Joan Didion
1462,2462,Max Nowaz
1463,2463,Robert Dugoni
1464,2464,Vaclav Smil
1465,2465,Nick Trenton
1466,2466,Thucydides
1467,2467,Terry Pratchett
1468,2468,Kirsten Fullmer
1469,2469,Michael D. Watkins
1470,2470,Richard H. Thaler
1471,2471,Kirsten Fullmer
1472,2472,Denis Johnson
1473,2473,Tabitha Suzuma
1474,2474,James Herriot
1475,2475,E.L. James
1476,2476,Jim Thompson
1477,2477,Geraldine Brooks
1478,2478,Ian McEwan
1479,2479,Pablo Neruda
1480,2480,Luca  Rossi
1481,2481,Virginia Lee Burton
1482,2482,Brian  Courtney
1483,2483,Stephenie Meyer
1484,2484,Nassim Nicholas Taleb
1485,2485,Herodotus
1486,2486,Carolyn Cutler Hughes
1487,2487,Lorraine Hansberry
1488,2488,Philip Roth
1489,2489,Robert Shea
1490,2490,Adam M. Grant
1491,2491,William S. Burroughs
1492,2492,Chuck Palahniuk
1493,2493,Steven Decker
1494,2494,Randall Munroe
1495,2495,Thom  Stark
1496,2496,Steven D. Levitt
1497,2497,Kristin Cashore
1498,2498,Thomas  Harris
1499,2499,Hunter S. Thompson
1500,2500,Matthew Desmond
1501,2501,Mitch Albom
1502,2502,David Ebershoff
1503,2503,Umberto Eco
1504,2504,David McRaney
1505,2505,Marie Kondō
1506,2506,Martin Cruz Smith
1507,2507,Colleen Hoover
1508,2508,Kyle Keyes
1509,2509,P.L. Travers
1510,2510,Cristiane Serruya
1511,2511,Gail Brewer-Giorgio
1512,2512,Anna Halabi
1513,2513,Stefan Piech
1514,2514,Toni Morrison
1515,2515,Gleb Tsipursky
1516,2516,Avery Aster
1517,2517,Travis Bradberry
1518,2518,Avery Aster
1519,2519,Max Nowaz
1520,2520,Jon Ronson
1521,2521,W. Bruce Cameron
1522,2522,Robert Gill Jr.
1523,2523,Blaine Harden
1524,2524,Paulo Coelho
1525,2525,Pat Conroy
1526,2526,Immaculée Ilibagiza
1527,2527,David Fishelson
1528,2528,Lucian Bane
1529,2529,Kathy Reichs
1530,2530,Elizabeth Gilbert
1531,2531,Isabel Wilkerson
1532,2532,Laura Ingalls Wilder
1533,2533,Anna Ruston
1534,2534,Dr. Seuss
1535,2535,Jamie Ford
1536,2536,Rick Riordan
1537,2537,Milan Kundera
1538,2538,Michael Dadich
1539,2539,Mitch Albom
1540,2540,Simin Daneshvar
1541,2541,Kevin Moccia
1542,2542,J.K. Franko
1543,2543,Vikram Seth
1544,2544,Daniel Goleman
1545,2545,Greg Sestero
1546,2546,Barbara Demick
1547,2547,Douglas Adams
1548,2548,Jim Thompson
1549,2549,William S. Burroughs
1550,2550,Marina Keegan
1551,2551,Carrie Fisher
1552,2552,Miyamoto Musashi
1553,2553,Misty Griffin
1554,2554,Tiago Forte
1555,2555,Kirsten Fullmer
1556,2556,David Grann
1557,2557,Lucinda   Davis
1558,2558,Daniella Dechristopher
1559,2559,Donna Woolfolk Cross
1560,2560,Vicki Myron
1561,2561,J.G. Ballard
1562,2562,Marisha Pessl
1563,2563,Sophia Amoruso
1564,2564,C. Michaels
1565,2565,Katherine Applegate
1566,2566,Robert   Shaw
1567,2567,Jhumpa Lahiri
1568,2568,Henry James
1569,2569,Jim Dwyer
1570,2570,Bill Bryson
1571,2571,Cornelia Funke
1572,2572,Lee Matthew Goldberg
1573,2573,Amy Tan
1574,2574,Siddhartha Mukherjee
1575,2575,Greg McKeown
1576,2576,Sue Monk Kidd
1577,2577,Friedrich A. Hayek
1578,2578,Cal Newport
1579,2579,M.L. Woolley
1580,2580,Michael   Lewis
1581,2581,Irvine Welsh
1582,2582,Margot Lee Shetterly
1583,2583,J.D. Vance
1584,2584,Lorenzo Carcaterra
1585,2585,Chuck Palahniuk
1586,2586,Megan Abbott
1587,2587,Dennis Cooper
1588,2588,Terry Pratchett
1589,2589,Norman Doidge
1590,2590,John Eldredge
1591,2591,Armistead Maupin
1592,2592,Jon   Stewart
1593,2593,Ralph Waldo Emerson
1594,2594,Angela Duckworth
1595,2595,David Sedaris
1596,2596,Keri Hulme
1597,2597,Seth Stephens-Davidowitz
1598,2598,Melinda Leigh
1599,2599,Susan Tarr
1600,2600,Cory Doctorow
1601,2601,Nicholas Sparks
1602,2602,Mortimer J. Adler
1603,2603,Kurt Vonnegut Jr.
1604,2604,Jaeson D. Rau
1605,2605,Taylor Jenkins Reid
1606,2606,Karl Braungart
1607,2607,Durgesh Satpathy
1608,2608,Mark T. Sullivan
1609,2609,C.M. Meridian
1610,2610,Alex Garland
1611,2611,Ryū Murakami
1612,2612,Anastacia Moore
1613,2613,Jonah Lehrer
1614,2614,Ryū Murakami
1615,2615,C.M. Meridian
1616,2616,Janet E. Morris
1617,2617,Irvine Welsh
1618,2618,Tom Robbins
1619,2619,Terry Pratchett
1620,2620,Stacy Schiff
1621,2621,O.L. Ramos
1622,2622,Colum McCann
1623,2623,Michael Pollan
1624,2624,O.L. Ramos
1625,2625,Jonathan Haidt
1626,2626,J.K. Rowling
1627,2627,Lawrence Wright
1628,2628,Ken Follett
1629,2629,Helene Hanff
1630,2630,Martin Amis
1631,2631,Ron Hall
1632,2632,Grace Metalious
1633,2633,Theodore Dreiser
1634,2634,Oliver Burkeman
1635,2635,Kelly Braffet
1636,2636,Jodi Picoult
1637,2637,Lauren Graham
1638,2638,Anne Lamott
1639,2639,Kendra Elliot
1640,2640,Ralph Moody
1641,2641,John Scalzi
1642,2642,Stephen Hawking
1643,2643,Ian McEwan
1644,2644,Michael  Moss
1645,2645,Mandy Stadtmiller
1646,2646,Jack Kerouac
1647,2647,David   Crow
1648,2648,Nick Cave
1649,2649,Carol Shields
1650,2650,R. Grey Hoover
1651,2651,Larry  Gottlieb
1652,2652,Lois Lowry
1653,2653,Stephen King
1654,2654,John Grisham
1655,2655,Denis Johnson
1656,2656,Piper Kerman
1657,2657,Kristin Hannah
1658,2658,Jeanne DuPrau
1659,2659,Behcet Kaya
1660,2660,Johann David Wyss
1661,2661,Richard Matheson
1662,2662,D.H. Lawrence
1663,2663,Paul Auster
1664,2664,Madeline Miller
1665,2665,Marguerite Yourcenar
1666,2666,C.S. Lewis
1667,2667,Stephen King
1668,2668,Richard Bachman
1669,2669,Jandy Nelson
1670,2670,Gloria Steinem
1671,2671,Anne Tyler
1672,2672,Jack Kerouac
1673,2673,James E. Talmage
1674,2674,Luís de Camões
1675,2675,Harlan Coben
1676,2676,Maria Nhambu
1677,2677,Laura Ingalls Wilder
1678,2678,Elif Shafak
1679,2679,J.K. Rowling
1680,2680,Irvine Welsh
1681,2681,Elizabeth Gaskell
1682,2682,Sarah Waters
1683,2683,Denise Kiernan
1684,2684,Thomas C. Foster
1685,2685,Sheila Burnford
1686,2686,Christopher Paolini
1687,2687,Douglas Preston
1688,2688,L.M. Montgomery
1689,2689,Atul Gawande
1690,2690,Jason Latshaw
1691,2691,Erma Bombeck
1692,2692,Meik Wiking
1693,2693,Terry Pratchett
1694,2694,Bret Easton Ellis
1695,2695,Eleanor Coerr
1696,2696,Jane Austen
1697,2697,Olivia Laing
1698,2698,Darin C.  Brown
1699,2699,Edward Abbey
1700,2700,Stella Gibbons
1701,2701,Stephen King
1702,2702,Richelle Mead
1703,2703,James Baldwin
1704,2704,Paulette Mahurin
1705,2705,Paullina Simons
1706,2706,Joshua Foer
1707,2707,Sarah Addison Allen
1708,2708,Raymond Carver
1709,2709,Ryū Murakami
1710,2710,Daron Acemoğlu
1711,2711,Richelle Mead
1712,2712,E.L. Doctorow
1713,2713,Timothy   Miller
1714,2714,Victor Noble
1715,2715,Natsuo Kirino
1716,2716,Marguerite Duras
1717,2717,Bastiat Frederic
1718,2718,Stacy Schiff
1719,2719,Victoria Helen Stone
1720,2720,Noam Chomsky
1721,2721,Pema Chödrön
1722,2722,Douglas Adams
1723,2723,Kimberley   Paterson
1724,2724,Nancy Farmer
1725,2725,Diana Gabaldon
1726,2726,Robert McCammon
1727,2727,Stephenie Meyer
1728,2728,Chip Heath
1729,2729,Ryū Murakami
1730,2730,Tom Stoppard
1731,2731,Michelle McNamara
1732,2732,Robert Ludlum
1733,2733,Denis Johnson
1734,2734,Haven Kimmel
1735,2735,Aporva Kala
1736,2736,John Carreyrou
1737,2737,Alexander Pushkin
1738,2738,Kirsten Fullmer
1739,2739,Stephen King
1740,2740,Debbie Mirza
1741,2741,Gleb Tsipursky
1742,2742,Hope Jahren
1743,2743,Anna Kendrick
1744,2744,Marie Kondō
1745,2745,Lynessa Layne
1746,2746,Aimee Cabo Nikolov
1747,2747,Irvine Welsh
1748,2748,Scott McCloud
1749,2749,Bill Bryson
1750,2750,Stephen King
1751,2751,Louise Erdrich
1752,2752,Sylvia Nasar
1753,2753,Jordan B. Peterson
1754,2754,Euripides
1755,2755,Sidney Sheldon
1756,2756,Robert James Waller
1757,2757,Thor Heyerdahl
1758,2758,Cormac McCarthy
1759,2759,Bill Bryson
1760,2760,Michael Connelly
1761,2761,William Faulkner
1762,2762,Robert Dugoni
1763,2763,Sergei Lukyanenko
1764,2764,Bette Greene
1765,2765,Rachel Hollis
1766,2766,John Locke
1767,2767,L.M. Montgomery
1768,2768,Lloyd Jones
1769,2769,Colleen Hoover
1770,2770,Bruce D. Perry
1771,2771,Richard Dawkins
1772,2772,James Dashner
1773,2773,Charlotte Brontë
1774,2774,Stephen King
1775,2775,Kurt Vonnegut Jr.
1776,2776,Christopher  Shields
1777,2777,Lucy Christopher
1778,2778,Neil deGrasse Tyson
1779,2779,Tess Gerritsen
1780,2780,Nassim Nicholas Taleb
1781,2781,Jules Verne
1782,2782,Irvine Welsh
1783,2783,Kendra Elliot
1784,2784,Brandon Sanderson
1785,2785,Terry Brooks
1786,2786,Amor Towles
1787,2787,Marilynne Robinson
1788,2788,Aimee Cabo Nikolov
1789,2789,Michael Crichton
1790,2790,Stephenie Meyer
1791,2791,Joe Hill
1792,2792,Juliet Marillier
1793,2793,Pierce Brown
1794,2794,Robert Ludlum
1795,2795,Melinda Leigh
1796,2796,David Sedaris
1797,2797,Lewis Carroll
1798,2798,Hannah Arendt
1799,2799,Todd Strasser
1800,2800,John Fante
1801,2801,Thomas Paine
1802,2802,Rudolfo Anaya
1803,2803,George R.R. Martin
1804,2804,James Bowen
1805,2805,Aimee Cabo Nikolov
1806,2806,Christiane Vera Felscherinow
1807,2807,Michael Crichton
1808,2808,Stephen King
1809,2809,Marissa Meyer
1810,2810,Susan Ee
1811,2811,Donnie  Smith
1812,2812,John Zelazny
1813,2813,Andrea Luhman
1814,2814,Zoltan Andrejkovics
1815,2815,Maggie Stiefvater
1816,2816,Brett Axel
1817,2817,Chimamanda Ngozi Adichie
1818,2818,John O'Riley
1819,2819,Ammar Habib
1820,2820,Jonas Jonasson
1821,2821,Stormie Omartian
1822,2822,J.K. Franko
1823,2823,John Updike
1824,2824,Bret Witter
1825,2825,Mimi Jean Pamfiloff
1826,2826,Alex Michaelides
1827,2827,Chris Hadfield
1828,2828,Joseph Wambaugh
1829,2829,Louis-Ferdinand Céline
1830,2830,Frances Mayes
1831,2831,Maxine Hong Kingston
1832,2832,Rebecca Stead
1833,2833,Liane Moriarty
1834,2834,Paul Auster
1835,2835,Sam Harris
1836,2836,Margaret Atwood
1837,2837,Carrie Brownstein
1838,2838,Gleb Tsipursky
1839,2839,Juan Rulfo
1840,2840,Lew Wallace
1841,2841,Randy Shilts
1842,2842,E. Lockhart
1843,2843,Sidney Sheldon
1844,2844,Rick Riordan
1845,2845,Deborah Harkness
1846,2846,Angie Martin
1847,2847,John Green
1848,2848,Mark Twain
1849,2849,Patricia Highsmith
1850,2850,Jeet Thayil
1851,2851,C.G. Jung
1852,2852,Betty Friedan
1853,2853,Timothy Snyder
1854,2854,Nadine Burke Harris
1855,2855,Paul Auster
1856,2856,Plato
1857,2857,Michel Faber
1858,2858,Hillary Rodham Clinton
