,Genureid,Genres
246,90246,"['Science', 'Nonfiction', 'Physics', 'History', 'Classics', 'Astronomy', 'Philosophy']"
247,90247,['Fiction']
248,90248,"['Young Adult', 'Fiction', 'Historical Fiction', 'Classics', 'Childrens', 'Middle Grade', 'Adventure']"
249,90249,"['Classics', 'Fiction', 'Historical Fiction', 'War', 'Literature', 'Novels', 'American']"
250,90250,"['Fiction', 'Classics', 'Science Fiction', 'Humor', 'Literature', 'Novels', 'Dystopia']"
251,90251,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'School', 'Coming Of Age', 'High School']"
252,90252,"['Fiction', 'Dystopia', 'Science Fiction', 'Classics', 'Novels', 'Literature', 'Portugal']"
253,90253,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Fairy Tales', 'Short Stories', 'Literature']"
254,90254,"['Classics', 'Poetry', 'Horror', 'Fiction', 'Short Stories', 'Gothic', 'School']"
255,90255,"['Fiction', 'Christian', 'Christian Fiction', 'Religion', 'Spirituality', 'Faith', 'Inspirational']"
256,90256,"['Nonfiction', 'Religion', 'Science', 'Philosophy', 'Atheism', 'Psychology', 'Spirituality']"
257,90257,"['Fiction', 'Historical Fiction', 'LGBT', 'Classics', 'Chick Lit', 'Queer', 'Historical']"
258,90258,"['Classics', 'Fiction', 'France', 'Literature', 'French Literature', 'Romance', '19th Century']"
259,90259,"['Fiction', 'Historical Fiction', 'Classics', 'China', 'Contemporary', 'Adult Fiction', 'Adult']"
260,90260,"['Philosophy', 'Nonfiction', 'Classics', 'Religion', 'Spirituality', 'Poetry', 'China']"
261,90261,"['Fiction', 'Classics', 'Historical Fiction', 'Holocaust', 'War', 'Historical', 'World War II']"
262,90262,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'German Literature']"
263,90263,"['Fiction', 'Classics', 'Humor', 'Literature', 'Comedy', 'Novels', 'American']"
264,90264,"['Fiction', 'Science Fiction', 'Dystopia', 'Contemporary', 'Literary Fiction', 'Romance', 'Adult']"
265,90265,"['Self Help', 'Nonfiction', 'Business', 'Psychology', 'Personal Development', 'Leadership', 'Communication']"
266,90266,"['Fiction', 'Contemporary', 'Historical Fiction', 'Novels', 'Literary Fiction', 'Adult', 'Adult Fiction']"
267,90267,"['Historical Fiction', 'Fiction', 'Egypt', 'Historical', 'Philosophy', 'Literature', 'Africa']"
268,90268,"['Historical Fiction', 'Fiction', 'Fantasy', 'Historical', 'Classics', 'Romance', 'Adventure']"
269,90269,"['History', 'Nonfiction', 'Science', 'Anthropology', 'Sociology', 'Politics', 'Economics']"
270,90270,"['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Suspense', 'Adventure', 'Crime']"
271,90271,"['Classics', 'Fiction', 'Romance', 'Literature', 'Historical Fiction', '19th Century', 'Victorian']"
272,90272,"['Classics', 'Fiction', 'Historical Fiction', 'Feminism', 'LGBT', 'Historical', 'African American']"
273,90273,"['Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Time Travel', 'Historical', 'Historical Romance']"
274,90274,"['Young Adult', 'Fantasy', 'Romance', 'Vampires', 'Fiction', 'Paranormal', 'Paranormal Romance']"
275,90275,"['Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism']"
276,90276,"['Fiction', 'Classics', 'Russia', 'Historical Fiction', 'Russian Literature', 'Literature', 'Novels']"
277,90277,"['Self Help', 'Nonfiction', 'Business', 'Personal Development', 'Psychology', 'Leadership', 'Productivity']"
278,90278,"['Classics', 'Fiction', 'Literature', 'Novels', 'Ireland', 'Irish Literature', '20th Century']"
279,90279,"['Poetry', 'Childrens', 'Classics', 'Fiction', 'Humor', 'Young Adult', 'Picture Books']"
280,90280,"['Nonfiction', 'Sociology', 'Politics', 'Economics', 'Memoir', 'Social Justice', 'Poverty']"
281,90281,"['Fantasy', 'Young Adult', 'Romance', 'Vampires', 'Fiction', 'Paranormal', 'Paranormal Romance']"
282,90282,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Politics', 'School', 'Novels']"
283,90283,"['Fiction', 'Historical Fiction', 'Westerns', 'Classics', 'Historical', 'Adventure', 'Novels']"
284,90284,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adult']"
285,90285,"['Classics', 'Fiction', 'Horror', 'Romance', 'Gothic', 'Mystery', 'Historical Fiction']"
286,90286,"['Classics', 'Poetry', 'Fiction', 'Literature', 'Religion', 'Fantasy', 'Philosophy']"
287,90287,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Animals']"
288,90288,"['Fiction', 'India', 'Historical Fiction', 'Classics', 'Contemporary', 'Literary Fiction', 'Indian Literature']"
289,90289,"['Nonfiction', 'Classics', 'Animals', 'Memoir', 'Biography', 'Humor', 'Nature']"
290,90290,"['Young Adult', 'Fiction', 'Childrens', 'Classics', 'Middle Grade', 'Coming Of Age', 'Realistic Fiction']"
291,90291,"['Horror', 'Fiction', 'Fantasy', 'Thriller', 'Mystery', 'Classics', 'Crime']"
292,90292,"['Classics', 'Fiction', 'Poetry', 'Mythology', 'Fantasy', 'Literature', 'Historical Fiction']"
293,90293,"['Fiction', 'Magical Realism', 'Historical Fiction', 'Classics', 'Fantasy', 'Spanish Literature', 'Historical']"
294,90294,"['Fiction', 'Adventure', 'Classics', 'Historical Fiction', 'Young Adult', 'Childrens', 'Pirates']"
295,90295,"['Horror', 'Fiction', 'Thriller', 'Classics', 'Fantasy', 'Paranormal', 'Mystery']"
296,90296,"['Graphic Novels', 'Comics', 'Fiction', 'Dystopia', 'Science Fiction', 'Graphic Novels Comics', 'Classics']"
297,90297,"['Classics', 'Poetry', 'Fiction', 'Plays', 'Drama', 'Literature', 'Reference']"
298,90298,"['Fantasy', 'Young Adult', 'Romance', 'Vampires', 'Fiction', 'Paranormal', 'Paranormal Romance']"
299,90299,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Space Opera', 'Literature']"
300,90300,"['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Historical Fiction', 'Read For School']"
301,90301,"['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade']"
302,90302,"['Fantasy', 'Fiction', 'Urban Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Science Fiction', 'Horror']"
303,90303,"['Historical Fiction', 'Fiction', 'Romance', 'Historical', 'World War II', 'Book Club', 'War']"
304,90304,"['Writing', 'Nonfiction', 'Reference', 'Language', 'Classics', 'Education', 'Self Help']"
305,90305,"['Classics', 'Plays', 'Fiction', 'Drama', 'Humor', 'Literature', 'School']"
306,90306,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Audiobook', 'Adventure']"
307,90307,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'War', 'Novels', 'American']"
308,90308,"['Classics', 'Fiction', 'Literature', 'Historical Fiction', '19th Century', 'Novels', 'British Literature']"
309,90309,"['Nonfiction', 'History', 'Biography', 'World War II', 'War', 'Historical', 'Audiobook']"
310,90310,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary']"
311,90311,"['Fiction', 'Historical Fiction', 'Romance', 'Classics', 'Australia', 'Historical', 'Historical Romance']"
312,90312,"['Philosophy', 'Fiction', 'Classics', 'Spirituality', 'Travel', 'Psychology', 'Self Help']"
313,90313,"['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Theatre', 'Literature']"
314,90314,"['Nonfiction', 'Travel', 'Memoir', 'Humor', 'Nature', 'Adventure', 'Audiobook']"
315,90315,"['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Theatre', 'Literature']"
316,90316,"['Philosophy', 'Nonfiction', 'Politics', 'Classics', 'History', 'Economics', 'Sociology']"
317,90317,"['Classics', 'Poetry', 'Fiction', 'Fantasy', 'Mythology', 'School', 'Literature']"
318,90318,"['Fiction', 'Romance', 'Japan', 'Contemporary', 'Japanese Literature', 'Novels', 'Classics']"
319,90319,"['Fantasy', 'Fiction', 'Adult', 'Retellings', 'Science Fiction Fantasy', 'Adult Fiction', 'Witches']"
320,90320,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Audiobook', 'Classics', 'Mystery']"
321,90321,"['Fiction', 'Contemporary', 'Adult', 'Thriller', 'Adult Fiction', 'Audiobook', 'Book Club']"
322,90322,"['Fiction', 'Historical Fiction', 'India', 'Indian Literature', 'Literary Fiction', 'Canada', 'Historical']"
323,90323,"['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Adventure', 'Magic', 'High Fantasy']"
324,90324,"['Fiction', 'Classics', 'Historical Fiction', 'Young Adult', 'Jewish', 'Religion', 'School']"
325,90325,"['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Mental Health', 'Mystery', 'Teen']"
326,90326,"['History', 'Nonfiction', 'World War I', 'Biography', 'War', 'Travel', 'Politics']"
327,90327,"['Classics', 'Fiction', 'Feminism', 'School', 'Literature', 'Historical Fiction', 'Read For School']"
328,90328,"['Science Fiction', 'Fiction', 'Classics', 'Short Stories', 'Fantasy', 'Science Fiction Fantasy', 'Audiobook']"
329,90329,"['Fiction', 'Historical Fiction', 'Classics', 'German Literature', 'Romance', 'Holocaust', 'Historical']"
330,90330,"['Nonfiction', 'Self Help', 'Business', 'Psychology', 'Leadership', 'Personal Development', 'Management']"
331,90331,"['Fiction', 'Classics', 'Philosophy', 'France', 'Literature', 'French Literature', 'Novels']"
332,90332,"['Young Adult', 'Science Fiction', 'Fantasy', 'Romance', 'Fiction', 'Dystopia', 'Paranormal']"
333,90333,"['Fiction', 'Humor', 'Historical Fiction', 'Fantasy', 'Religion', 'Comedy', 'Historical']"
334,90334,"['Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Childrens', 'Comedy', 'Graphic Novels Comics']"
335,90335,"['Fiction', 'Classics', 'Africa', 'Historical Fiction', 'South Africa', 'Literature', 'School']"
336,90336,"['Science Fiction', 'Fiction', 'Classics', 'Dystopia', 'Cyberpunk', 'Science Fiction Fantasy', 'Fantasy']"
337,90337,"['Religion', 'Christian', 'Nonfiction', 'Classics', 'Christianity', 'Reference', 'Spirituality']"
338,90338,"['Classics', 'Plays', 'Fiction', 'Drama', 'Romance', 'School', 'Theatre']"
339,90339,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Drama', 'Suspense', 'Contemporary']"
340,90340,"['Fiction', 'Classics', 'Philosophy', 'German Literature', 'Literature', 'Novels', 'Germany']"
341,90341,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary']"
342,90342,"['Classics', 'Fiction', 'Plays', 'Poetry', 'German Literature', 'Drama', 'Literature']"
343,90343,"['Fiction', 'Classics', 'War', 'Historical Fiction', 'Horror', 'Literature', 'Novels']"
344,90344,"['Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Literary Fiction', 'Contemporary', 'Novels']"
345,90345,"['Classics', 'Plays', 'Drama', 'Fiction', 'School', 'Mythology', 'Read For School']"
346,90346,"['Classics', 'Poetry', 'Fiction', 'Literature', 'Religion', 'Fantasy', 'School']"
347,90347,"['Classics', 'Fiction', 'Christian', 'Religion', 'Christian Fiction', 'Christianity', 'Theology']"
348,90348,"['Fiction', 'Magical Realism', 'Fantasy', 'Japan', 'Japanese Literature', 'Contemporary', 'Novels']"
349,90349,"['Historical Fiction', 'Fiction', 'Japan', 'Historical', 'Classics', 'Adventure', 'Asia']"
350,90350,"['Classics', 'Fiction', 'Young Adult', 'Contemporary', 'Poetry', 'Novels', 'Drama']"
351,90351,"['Fiction', 'Classics', 'Humor', 'Journalism', 'Novels', 'Literature', 'American']"
352,90352,"['Classics', 'Childrens', 'Fiction', 'Fantasy', 'Animals', 'Audiobook', 'Middle Grade']"
353,90353,"['History', 'Nonfiction', 'Classics', 'Philosophy', 'Politics', 'American History', 'Essays']"
354,90354,"['Horror', 'Fantasy', 'Fiction', 'Classics', 'Science Fiction', 'Young Adult', 'Halloween']"
355,90355,"['Science Fiction', 'Fiction', 'Thriller', 'Adventure', 'Fantasy', 'Horror', 'Classics']"
356,90356,"['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Mythology', 'Read For School']"
357,90357,"['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Crime', 'Suspense', 'Contemporary']"
358,90358,"['Fiction', 'Historical Fiction', 'Africa', 'Classics', 'South Africa', 'Coming Of Age', 'Historical']"
359,90359,"['Young Adult', 'Fiction', 'Classics', 'Adventure', 'Survival', 'Middle Grade', 'Childrens']"
360,90360,"['Romance', 'Fiction', 'Contemporary', 'Young Adult', 'Chick Lit', 'Adult', 'Contemporary Romance']"
361,90361,"['Young Adult', 'Fiction', 'Middle Grade', 'Contemporary', 'Realistic Fiction', 'Childrens', 'School']"
362,90362,"['Graphic Novels', 'Nonfiction', 'Comics', 'Memoir', 'Biography', 'History', 'Feminism']"
363,90363,"['Fiction', 'India', 'Travel', 'Adventure', 'Contemporary', 'Novels', 'Historical Fiction']"
364,90364,"['Fiction', 'Animals', 'Contemporary', 'Dogs', 'Audiobook', 'Adult Fiction', 'Adult']"
365,90365,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Urban Fantasy', 'Fiction', 'Vampires']"
366,90366,"['Fantasy', 'Fiction', 'Young Adult', 'Childrens', 'Science Fiction Fantasy', 'Science Fiction', 'Classics']"
367,90367,"['Nonfiction', 'Science', 'Environment', 'Nature', 'Classics', 'Ecology', 'History']"
368,90368,"['Fiction', 'Science Fiction', 'Fantasy', 'Historical Fiction', 'Dystopia', 'Contemporary', 'Literary Fiction']"
369,90369,"['Nonfiction', 'Science', 'History', 'Biography', 'Medicine', 'Audiobook', 'Medical']"
370,90370,"['Science', 'Nonfiction', 'Physics', 'Astronomy', 'History', 'Space', 'Philosophy']"
371,90371,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Drama', 'Suspense', 'Novels']"
372,90372,"['Fiction', 'Classics', 'Historical Fiction', 'African American', 'Race', 'Literature', 'Novels']"
373,90373,"['Plays', 'Classics', 'Drama', 'Fiction', 'School', 'Theatre', 'Literature']"
374,90374,"['Plays', 'Classics', 'Fiction', 'Drama', 'Theatre', 'Literature', 'Philosophy']"
375,90375,"['Historical Fiction', 'Fiction', 'Historical', 'Classics', 'Art', 'Romance', 'Adult']"
376,90376,"['Fantasy', 'Classics', 'Fiction', 'Historical Fiction', 'Arthurian', 'Mythology', 'Young Adult']"
377,90377,"['Self Help', 'Nonfiction', 'Spirituality', 'Philosophy', 'Personal Development', 'Psychology', 'Inspirational']"
378,90378,"['Classics', 'Fiction', 'Young Adult', 'Childrens', 'Animals', 'Historical Fiction', 'Dogs']"
379,90379,"['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Historical']"
380,90380,"['Africa', 'Travel', 'Nonfiction', 'History', 'Adventure', 'Liberia', 'Sierra Leone']"
381,90381,"['Classics', 'Fiction', 'Russia', 'Russian Literature', 'Literature', 'Novels', 'Philosophy']"
382,90382,"['Classics', 'Science Fiction', 'Fiction', 'Adventure', 'Fantasy', 'France', 'Literature']"
383,90383,"['Fiction', 'Horror', 'Classics', 'Thriller', 'Crime', 'Contemporary', 'Novels']"
384,90384,"['Classics', 'Fiction', 'Childrens', 'Animals', 'Young Adult', 'Horses', 'Historical Fiction']"
385,90385,"['Nonfiction', 'History', 'Classics', 'Biography', 'Memoir', 'School', 'Autobiography']"
386,90386,"['Nonfiction', 'Economics', 'Business', 'Science', 'Psychology', 'Sociology', 'Finance']"
387,90387,"['Christian', 'Religion', 'Nonfiction', 'Christianity', 'Reference', 'Spirituality', 'Faith']"
388,90388,"['Fantasy', 'Fiction', 'Romance', 'Historical Fiction', 'Magical Realism', 'Magic', 'Young Adult']"
389,90389,"['Poetry', 'Classics', 'Fiction', 'Literature', 'American', '19th Century', 'Classic Literature']"
390,90390,"['Classics', 'Fiction', 'Literature', 'Novels', 'Feminism', 'British Literature', '20th Century']"
391,90391,"['Classics', 'Fiction', 'Childrens', 'Fantasy', 'Adventure', 'Short Stories', 'Literature']"
392,90392,"['Fiction', 'Childrens', 'Young Adult', 'Middle Grade', 'Mystery', 'Classics', 'Realistic Fiction']"
393,90393,"['Classics', 'Science Fiction', 'Fiction', 'Fantasy', 'Horror', 'Science Fiction Fantasy', 'Literature']"
394,90394,"['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade']"
395,90395,"['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Adventure', 'Magic']"
396,90396,"['Classics', 'Fiction', 'Literature', 'Novels', 'American', '20th Century', 'Southern Gothic']"
397,90397,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'Literature', '19th Century', 'Historical']"
398,90398,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'School', 'American', 'Historical']"
399,90399,"['Historical Fiction', 'Fiction', 'Historical', 'War', 'World War II', 'Audiobook', 'Adult']"
400,90400,"['Classics', 'Childrens', 'Fiction', 'Middle Grade', 'Young Adult', 'Fantasy', 'Humor']"
401,90401,"['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Romance', 'Middle Grade', 'Childrens']"
402,90402,"['Classics', 'Poetry', 'Fiction', 'Mythology', 'Literature', 'Fantasy', 'School']"
403,90403,"['Nonfiction', 'Memoir', 'Biography', 'Biography Memoir', 'Autobiography', 'France', 'Medicine']"
404,90404,"['Fiction', 'Classics', 'Historical Fiction', 'African American', 'Race', 'Literature', 'Novels']"
405,90405,"['Classics', 'Fiction', 'Short Stories', 'Romance', 'American', 'Literature', 'Audiobook']"
406,90406,"['Fiction', 'Classics', 'Dystopia', 'Philosophy', 'Science Fiction', 'School', 'Literature']"
407,90407,"['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Historical Fiction', 'Southern']"
408,90408,"['Nonfiction', 'Philosophy', 'Spirituality', 'Self Help', 'Buddhism', 'Psychology', 'Religion']"
409,90409,"['Fiction', 'Historical Fiction', 'Classics', 'Literary Fiction', 'Historical', 'Literature', 'Novels']"
410,90410,"['Fantasy', 'Young Adult', 'Fiction', 'Romance', 'Middle Grade', 'Magic', 'Childrens']"
411,90411,"['Fiction', 'Mystery', 'Historical Fiction', 'Gothic', 'Books About Books', 'Fantasy', 'Adult']"
412,90412,"['Classics', 'Fiction', 'Adventure', 'Animals', 'Young Adult', 'Historical Fiction', 'Literature']"
413,90413,"['Nonfiction', 'Memoir', 'Animals', 'Biography', 'Dogs', 'Humor', 'Biography Memoir']"
414,90414,"['Historical Fiction', 'Fiction', 'Romance', 'New Adult', 'Historical', 'Adult', 'Young Adult']"
415,90415,"['Fiction', 'Contemporary', 'Psychology', 'Book Club', 'Adult Fiction', 'Adult', 'Audiobook']"
416,90416,"['Fiction', 'Contemporary', 'Chick Lit', 'Adult Fiction', 'Coming Of Age', 'Novels', 'Adult']"
417,90417,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Suspense', 'Legal Thriller', 'Mystery Thriller']"
418,90418,"['Horror', 'Fantasy', 'Fiction', 'Mystery', 'Magical Realism', 'Gothic', 'Literature']"
419,90419,"['Classics', 'Fiction', 'Adventure', 'Science Fiction', 'France', 'Travel', 'Fantasy']"
420,90420,"['Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Childrens', 'Adventure', 'Christian']"
421,90421,"['Classics', 'Plays', 'Drama', 'Fiction', 'School', 'Theatre', 'Literature']"
422,90422,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', '19th Century', 'Victorian', 'Novels']"
423,90423,"['Fiction', 'Magical Realism', 'Japan', 'Japanese Literature', 'Fantasy', 'Contemporary', 'Novels']"
424,90424,"['Classics', 'Fiction', 'Romance', 'Gothic', 'Historical Fiction', 'Literature', '19th Century']"
425,90425,"['Nonfiction', 'Food', 'Science', 'Health', 'History', 'Nutrition', 'Environment']"
426,90426,"['Horror', 'Fiction', 'Short Stories', 'Thriller', 'Mystery', 'Fantasy', 'Drama']"
427,90427,"['Historical Fiction', 'Fiction', 'Holocaust', 'Historical', 'World War II', 'France', 'War']"
